image,image_category,anger_rating,anger_explanation
after-the-floods-1936(1).jpg,abstract,5.0,"The painting does not strongly evoke the emotion of anger. The color palette, while varied with muted browns, purples, blues, greens, and touches of orange, lacks the fiery reds, sharp contrasts, or aggressive vibrancy often associated with rage. Instead, the colors tend to be earthy and somewhat subdued, contributing to a more contemplative or melancholic mood rather than one of fury.

The lines are thick and black, forming abstract, almost calligraphic shapes, some of which vaguely resemble figures or symbols. While these lines are prominent, they are generally rounded or flowing, lacking the sharp, jagged, or confrontational angles that might suggest aggression or tension. There is no sense of violent movement or explosive energy in the composition. The overall texture and layering give a sense of depth and perhaps antiquity, but not hostility.

There are no discernible figures expressing anger, nor any obvious narrative of conflict or struggle. The fragmented nature of the imagery seems more akin to an ancient script, a dreamscape, or an archaeological excavation of symbols, which tends to invite quiet interpretation rather than provoke an emotional outburst. While the painting might evoke a sense of mystery or even a subtle somberness for some, it steers clear of any overt expressions or visual cues that would point to anger. The dominant feeling is one of quiet complexity, perhaps a bit enigmatic, but not one that resonates with the raw energy of anger. The low score reflects this absence of aggressive visual language."
against-the-light-1986.jpg,abstract,7.5,"The painting does not evoke a strong sense of anger. Its muted palette, dominated by golds, browns, and dark greys, lacks the vibrant, aggressive colors often associated with rage, such as deep reds or sharp contrasts. The overall atmosphere is more somber, contemplative, or perhaps melancholic, rather than furious or agitated. There are no overtly aggressive forms, sharp edges, or violent brushstrokes that would typically signify anger.

However, a very subtle and indirect hint of disquiet or inner friction might be perceived, contributing to a very low, non-zero score. The faint, almost scratched or distressed textures within some of the squares, and the subtle diagonal lines in the background, could be interpreted as signs of wear, decay, or a quiet, underlying disturbance. This might suggest a very mild, suppressed, or internalized frustration or unease, rather than active, outward anger. It's akin to a feeling of things being worn down or slightly off-kilter, which can be a source of irritation, but it is far from an expression of direct or intense rage. The overall effect remains subdued, making any connection to anger tenuous and highly indirect."
african-1958.jpg,abstract,75.0,"The emotion of anger is strongly suggested through several elements in this abstract composition. Primarily, the dark, silhouetted figures, which appear to be stylized animals (possibly felines or beasts), are depicted with aggressive and dynamic postures. Several of these figures, particularly in the upper half of the painting, have open mouths that resemble roars or snarls, a universal visual cue for primal aggression and rage. Their sharp, somewhat menacing forms contribute to a sense of conflict and intensity.

Furthermore, the fragmented, geometric background, composed of sharp angles and contrasting colors (blues, oranges, browns, and grays), creates a visually tense and chaotic atmosphere. This fractured environment enhances the feeling of unrest and supports the aggressive energy emanating from the dark figures. The stark contrast between the heavy, black silhouettes and the vibrant, broken shapes of the background amplifies the visual tension, indicating a powerful, almost confrontational energy. While the colors themselves aren't overtly 'angry' hues like deep reds, their dynamic interplay and the overall composition contribute to a palpable sense of struggle, force, and unbridled emotion, aligning strongly with the feeling of anger. The painting doesn't merely hint at anger; it actively portrays a scene of intense, perhaps predatory or confrontational, emotional expression."
animal-head-1938.jpg,abstract,5.5,"The painting registers a minimal degree of anger. While the strong, almost stark contrast between the heavy black outlines and the bright white and olive green forms creates a visual tension, this tension does not translate into overt aggression or fury. Anger is often conveyed through sharp, jagged forms, explosive compositional dynamics, or fiery, clashing color palettes. This artwork, however, features organic, rounded, biomorphic shapes that, despite their abstract nature and dense arrangement, lack the sharp edges or confrontational poses that would evoke an angry response. The impasto texture adds a raw, visceral quality, but it's not inherently agitated or violent. There is no sense of chaotic struggle or destructive force. The central green figure, while perhaps unsettling in its ambiguity, does not project an angry demeanor, nor do the watchful, eye-like forms suggest hostility. Any hint of anger stems solely from a very subtle undercurrent of disquiet or confinement due to the enclosing black masses, rather than any direct expression of wrath or aggression. The overall impression leans more towards the mysterious, introspective, or even dreamlike rather than an outburst of rage."
blue-view-from-the-window-1959.jpg,abstract,0.5,"The painting displays virtually no elements that would evoke or represent anger. The dominant color palette, primarily a vivid blue background accented with bright yellow-orange dots and lines, along with warm browns, reds, and serene whites, does not carry the aggressive or turbulent energy often associated with rage. Blue is typically linked with calm, serenity, or sometimes melancholy, but not anger. The scattered dots and decorative kite-like shapes create a sense of whimsy or pattern, rather than conflict or agitation. The forms, whether they are the vase with butterflies on the left or the more architectural, abstract structures on the right, are rendered with a somewhat naive or simplified style, lacking sharp, aggressive edges or dynamic, confrontational poses. There is no depiction of struggle, violence, frustration, or any scene that might incite anger. The brushstrokes, while visible, are not frantic or harsh; they contribute to a somewhat playful or decorative texture rather than expressing emotional turmoil. The overall atmosphere of the artwork is one of quiet contemplation, decorative patterning, or perhaps a dreamlike state, all of which are antithetical to the experience of anger. Any score above zero is purely to acknowledge the abstract nature of art interpretation, but objectively, anger is absent."
application-1962.jpg,abstract,3.5,"The emotion of anger is minimally present in this artwork. The primary reason for any discernible hint of anger stems from the raw, torn edges of many of the paper elements. This technique suggests a forceful, perhaps uncontrolled, separation of materials, which could be very indirectly associated with a destructive or frustrated act, sometimes stemming from anger. However, this is a highly abstract and tenuous link. The colors, while including red (often associated with anger), are used in a varied and balanced palette, not creating an overwhelmingly aggressive or confrontational feeling. The shapes, despite their irregular, torn nature, do not inherently convey aggression, violence, or rage. There are no figures expressing anger, no chaotic or clashing elements that strongly evoke conflict, and no strong visual cues that scream emotional turmoil. The overall impression is more one of textural exploration and abstract composition rather than an emotional outpouring of anger. The score remains very low because the association is extremely indirect and not a primary reading of the piece; the torn edges are more likely perceived as artistic texture than as an expression of wrath."
bandeirinhas-e-mastro.jpg,abstract,38.5,"The emotion of anger is present in this painting, primarily symbolized by the prominent, jagged, red diagonal element that sharply bisects the composition. The color red is universally associated with strong emotions, including anger, passion, and aggression. The form of this red element, resembling a lightning bolt or a tearing rift, conveys a sense of sudden force, violent disruption, or an aggressive break within an otherwise ordered pattern. It creates a palpable visual tension and disharmony against the repetitive, decorative flag-like shapes. This interruption can be interpreted as a sudden outburst, a conflict, or a forceful intrusion, all of which align with manifestations of anger. The stark contrast of this aggressive red line against the more varied and somewhat softer hues of the flags further amplifies its disruptive and impactful presence, suggesting an underlying current of forceful energy or emotional rupture. However, the score is not excessively high because the overall context of the flags, which often denote celebration or festivity, and the abstract nature of the piece prevent it from conveying overwhelming rage or explicit violence. The anger feels more like a sharp, symbolic burst of energy rather than a pervasive or deeply entrenched fury."
catedral-1973.jpg,abstract,0.5,"The artwork, an abstract composition of geometric shapes in muted blues, greens, and soft pastel accents, presents no visual elements that would evoke anger. The color palette consists predominantly of cool tones (various shades of blue and green) and soft, light colors (pink and white), which are typically associated with calmness, serenity, or coolness, rather than agitation, aggression, or intensity often linked with anger. There are no harsh, clashing colors or sharp, violent contrasts that might signify emotional turmoil.

While the composition features numerous triangular shapes, which inherently have pointed ends, their arrangement is orderly, rhythmic, and tessellating, resembling mountain peaks or decorative banners. This structured and repetitive pattern contributes to a sense of order and harmony, completely devoid of the chaos, distortion, or frenetic energy that might be associated with anger. The lines within the shapes appear to be hand-drawn, possibly with colored pencil or crayon, giving them a slightly textured, soft quality rather than a rigid or aggressive sharpness. There is no sense of conflict, tension, or disturbing imagery within the abstract forms. The overall impression conveyed by the piece is one of tranquility, gentle movement, or quiet aesthetic contemplation, offering absolutely no visual cues to suggest the emotion of anger. The score is not an absolute zero to account for the infinitesimally small chance of idiosyncratic personal interpretation, but effectively, the work contains no characteristics that project anger."
armonie-di-forme-contrarie-1935.jpg,abstract,12.0,"The painting primarily evokes a sense of dynamic energy, celestial formation, or abstract organic growth rather than anger. The dominant color palette of various shades of pink, rose, and warm browns, while vibrant, lacks the harsh, fiery reds or deep, brooding blacks often associated with rage. The overall composition features swirling, circular forms that suggest movement and fluidity, which are not typically indicative of anger or conflict.

However, a very subtle hint of a forceful, assertive energy that could, at a stretch, be interpreted as a component of anger, comes from the sharp, star-like points in the center. These angular, geometric forms appear to thrust outwards or coalesce with a certain intensity. This 'thrusting' or 'piercing' quality, combined with the slightly rough or stippled texture, might evoke a marginal sense of agitation or a controlled burst of power. Yet, these sharp elements are integrated harmoniously within the larger, swirling, almost petal-like structures, and they do not convey discord, violence, or destructive fury. There is no sense of fragmentation, struggle, or malevolence. Therefore,"
capricious-1930.jpg,abstract,12.5,"The painting, characteristic of Kandinsky's abstract period, evokes very little anger. The color palette, dominated by muted earth tones, soft pinks, and deep blacks, lacks the sharp, clashing, or fiery hues typically associated with rage or hostility. While there are prominent dark shapes and strong, diagonal black lines that introduce a sense of dynamism and perhaps a mild tension, these elements are geometrically precise and organized rather than chaotic or aggressively jagged. The lines, particularly the radiating ones, convey energy and direction, akin to light beams or movement, rather than destructive force or aggression. The overall composition, despite its asymmetry and multitude of interacting forms, maintains a sense of deliberate construction and intellectual exploration rather than emotional outburst. Elements like the serene green circle, the lyrical crescent moon, and the simplified bird shapes introduce calming or whimsical notes that further counterbalance any potential for agitation. There is an absence of imagery suggesting conflict, explosive action, or overt emotional distress, leading to a very low assessment of anger as an emotional response."
black-and-violet-1923.jpg,abstract,55.0,"The painting evokes a notable degree of anger through its dynamic tension and specific formal elements. The abundance of sharp, angular forms, particularly the numerous triangles and pointed lines that appear to pierce or impact other shapes (e.g., the white triangle penetrating the black circle, the light orange triangle entering the purple square), creates a sense of aggression and forceful interaction. The radiating black lines, especially those emanating from the large arc on the upper left and from around the central black circle, suggest an outward burst or explosion of energy, which can be interpreted as an expression of powerful, almost volatile, emotion akin to an outburst of anger. Furthermore, the strong contrast between the dark, heavy masses of the black circle and deep purple square against the sharper, lighter forms contributes to a feeling"
composition-1919.jpg,abstract,2.5,"The painting exhibits very little to no anger. The vibrant and diverse color palette, including blues, yellows, greens, and reds, is used in a harmonious and flowing manner rather than creating discord or visual aggression. There are no harsh or jagged lines, sharp angles, or chaotic compositions that might evoke feelings of anger or frustration. Instead, the shapes are organic, curved, and blend smoothly into one another, suggesting fluidity and calmness. Even the central, eye-like or mouth-like element, while prominent, does not convey a scowl, grimace, or any expression typically associated with anger; it appears more contemplative or abstractly symbolic. The overall impression is one of visual rhythm and perhaps a dream-like quality, completely devoid of the tension, agitation, or confrontational energy that would signify anger. The presence of red, often associated with anger, is balanced by many other colors and does not dominate or appear in a way that suggests aggression or hostility."
color-perspective-1922.jpg,abstract,2.5,"The painting, being an abstract composition of geometric forms and muted colors, offers very little to evoke the emotion of anger. While the background features a warm, earthy orange, which might subtly resonate with passion or intensity in some contexts, it is far from the vivid, aggressive reds or chaotic brushstrokes typically associated with anger. The shapes themselves are angular and dynamic, creating a sense of movement and tension through their diagonal arrangement and overlaps. However, this tension is more compositional and intellectual than emotional or aggressive. The clean lines and precise forms convey a sense of control and calculated design rather than an outburst of rage or violence. The dominant cool tones of light purple-gray and mint green, combined with the subdued dark grays, contribute to an overall aesthetic that is more contemplative or decorative than confrontational. There is no sense of conflict, clashing elements, or destructive force within the composition. Therefore, any perceived anger is extremely minimal and would be a highly subjective and tenuous interpretation based solely on the inherent dynamism of angularity, which in this context feels more energetic than furious."
central-1986.jpg,abstract,88.0,"The painting strongly evokes a sense of anger primarily through its striking and dominant color palette of intense reds and deep blacks. Red is universally associated with passion, urgency, and most directly, rage and aggression. Here, it is not a gentle or warm red, but a vibrant, almost visceral hue that dominates the canvas, suggesting heightened emotional states. The stark contrast and intermingling with black amplify this intensity, with black adding a layer of darkness, weight, and even menace, which can heighten the perceived aggression and turmoil.

The forms within the composition further contribute to this feeling. The central, somewhat amorphous dark shape, enveloped by concentric rings, can be interpreted as a swirling vortex of turbulent emotion, a raw wound, or a volatile core. It does not appear calm or stable. The radiating and jagged lines, particularly in the periphery, appear forceful and unrestrained, almost like scratches, slashes, or energetic outbursts emanating from or surrounding this central disturbance. They lack fluidity or grace, instead conveying a sense of harshness and agitation.

There is a palpable lack of soothing elements; no soft edges, harmonious blends, or calming colors are present. Instead, the visual information is raw, textured, and almost confrontational in its intensity. The overall impression is one of internal strife, explosive energy, and an unbridled, visceral force. This raw, uncontained energy, combined with the aggressive color scheme and turbulent forms, powerfully conveys the feeling of anger and rage without being diluted by other emotional nuances."
composition-1965.jpg,abstract,0.0,"This painting evokes absolutely no sense of anger. The color palette, composed of soft, muted yellows, beige, and pale blues, is inherently calming and serene, completely lacking the vibrancy, harshness, or intensity often associated with anger (such as reds, sharp contrasts, or dark, oppressive tones). The brushwork consists of gentle washes and delicate, thin lines, which contribute to an ethereal and airy atmosphere, rather than any feeling of aggression, turmoil, or forceful emotion. There are no sharp, jagged forms, violent brushstrokes, or dynamic, unbalanced compositions that might suggest agitation or rage. The abstract forms themselves are ambiguous and fluid, evoking perhaps clouds, mist, or a subtle landscape, but nothing that implies conflict, frustration, or hostility. The overall impression is one of quiet contemplation, peace, or gentle movement, entirely devoid of any element that could be interpreted as angry or aggressive."
composition-1936.jpg,abstract,2.5,"The painting, an abstract composition of geometric and organic shapes, primarily employs a vibrant and diverse palette of blues, greens, yellows, reds, and grays/blacks. There are very few elements within this artwork that would directly evoke or signify anger. The shapes are predominantly soft, rounded, or gently curved, lacking the sharp, jagged, or aggressive lines often associated with feelings of rage or agitation. The overall composition appears harmonious and balanced, without chaotic elements, violent clashes of forms, or disorienting perspectives that might suggest internal turmoil or conflict. While the color red is present, a color often symbolically linked to anger, its application here is not aggressive or dominant. It is integrated within a broader spectrum of colors, appearing in blocks alongside calming blues, natural greens, and bright yellows, contributing more to the overall vibrancy and diversity of the palette than to a sense of fury. There is no sense of frantic movement, sharp discord, or oppressive darkness. Instead, the piece conveys a sense of organized design and perhaps a playful or rhythmic flow, none of which align with the intense, unsettling nature of anger. The presence of anger in this artwork is therefore extremely minimal, almost negligible, meriting a very low score."
composition-1922-4.jpg,abstract,22.5,"The emotion of anger is present in this artwork only to a very limited degree, manifesting as a subtle undercurrent rather than a dominant force. The most direct visual cues that might evoke a sense of agitation or intensity are the prominent use of strong, saturated reds and the stark, angular black lines that cut across the composition. Red is historically associated with passion, urgency, and sometimes aggression, and its application here contributes a degree of visual heat. The black lines, with their sharp angles and commanding presence, introduce a tension, almost as if they are forcefully dissecting or containing the softer, more organic color masses. This juxtaposition of sharp, dark elements against the vibrant forms could suggest a minor sense of friction or conflict.

However, these elements are significantly counteracted by the painting's overall aesthetic. The vibrant and varied palette, featuring bright yellows, lively greens, and warm oranges alongside the reds, injects a predominantly energetic and dynamic feel that leans more towards vitality and spontaneous movement than simmering rage or explosive fury. The forms, while interacting intensely, do not convey a sense of destructive power or malevolence. Instead, the composition feels like a bustling, abstract interplay of shapes and colors. The energy is one of lively chaos and formal exploration, rather than focused aggression or hostile intent. Therefore, while there are minor visual prompts that *could* align with a fleeting sense of vexation, they are far from sufficient to evoke a strong or pervasive feeling of anger."
composition-1924-1.jpg,abstract,0.1,"The painting exhibits virtually no elements that evoke or suggest anger. The dominant color palette consists of cool, soothing tones of various greens, blues, and purples, which are traditionally associated with tranquility, contemplation, or freshness, rather than intense emotion like anger. There is an absence of fiery reds, aggressive oranges, or jarring color clashes that might typically signify rage or hostility.

While some shapes feature sharp angles, such as the central green triangle, these are integrated within a larger, generally flowing and balanced composition. Many lines are curved and organic, contributing to a sense of calm rather than agitation or aggression. The overall structure appears harmonious and stable, lacking the chaotic fragmentation, violent dynamism, or unbalanced tension often present in artworks designed to convey anger. There are no discernible figures or subject matter depicting conflict, distress, or any form of aggressive expression. The abstract nature, combined with the chosen colors and forms, creates an overwhelmingly serene and composed atmosphere, directly counteracting any potential interpretation of anger. The score of 0.1 reflects a near-total absence of this emotion, allowing for the slightest theoretical possibility of an individual perceiving minimal tension from a sharp edge, though this is overwhelmingly negated by all other visual cues."
composition-1933.jpg,abstract,2.0,"The visual language of this abstract piece offers very few cues that would directly evoke or represent anger. The color palette, dominated by earthy yellows, oranges, browns, and muted blues/greys, is largely harmonious and warm, lacking the sharp contrasts, aggressive reds, or dark, brooding tones often associated with rage or hostility. While there is a reddish hue in the bottom left, it's more of a burnt orange or terracotta, conveying warmth rather than a vibrant, aggressive crimson.

The forms are primarily organic and interlocking, with curvilinear elements that suggest fluidity rather than tension or conflict. Even the black, star-like shape, which could theoretically imply a burst or radiating energy, has soft, somewhat diffused edges, preventing it from feeling sharp, violent, or aggressive. Its placement is integrated rather than disruptive. The straight, grid-like blue/grey band intersecting the composition provides structure but does not convey any sense of forceful impact or aggression.

Furthermore, the textures, appearing somewhat aged or fresco-like with subtle etched lines and cross-hatching, suggest depth and craftsmanship rather than chaotic, agitated brushwork or a sense of destruction. There is no sense of struggle, harshness, or impending conflict. The overall impression is one of contemplative abstraction, possibly exploring natural forms or internal states, but entirely devoid of the visual tension, discord, or explicit aggressive imagery that would convey anger. The score is extremely low because there are virtually no discernible visual elements that directly translate to this emotion."
composition-4.jpg,abstract,5.5,"The emotion of anger is minimally present in this artwork. There are no overt visual cues such as aggressive facial expressions, violent actions, or scenes of conflict that would directly evoke anger. The color palette, while containing dark browns and blacks which can sometimes be associated with negative emotions, lacks the harsh, fiery reds or sharp, clashing contrasts typically used to convey rage or aggression. The lines and shapes are largely organic and somewhat disjointed, contributing to a sense of disarray or complexity rather than an energetic outburst of anger. While the overall composition is somewhat dense and perhaps unsettling due to its abstract and fragmented nature, this leans more towards feelings of introspection, mystery, or perhaps a subtle melancholia rather than direct fury. There's no visual indication of an emotional explosion or a threatening presence; instead, the elements appear to be arranged in a complex, almost puzzle-like manner, which does not directly translate to anger. Any perceived tension is more internal or compositional than emotionally aggressive."
composition-1992.jpg,abstract,25.5,"The primary element in this painting that could, at a glance, be associated with anger is the prominent, dominant use of red, particularly the large, central shape at the top. Red is conventionally linked to strong emotions such as passion, energy, and indeed, anger. Its intensity and central placement give it a significant visual weight.

However, the overall visual language of the painting does not amplify or strongly reinforce a sense of anger. The red itself, while bold, does not appear fiery or aggressive; it's a deep, rich hue that could equally suggest vibrancy or passion rather than rage. The white marks on this red shape, while somewhat fragmented, don't read as violent scratches or destructive actions; they appear more like stylized embellishments or reflections.

Furthermore, the surrounding forms are largely organic, fluid, and curvilinear, rather than sharp, jagged, or distorted in a way that typically conveys aggression or hostility. There is a density and complexity to the composition, with various abstract shapes and patterns (like the mottled grey, patterned yellow, and striped elements) interwoven. While this can create a sense of being packed or slightly overwhelming, leading to potential feelings of tension or mild frustration, it does not translate into overt anger. The patterned textures, such as the polka dots, scales, and stripes, introduce a decorative or almost playful quality that softens any potential harshness. The absence of frantic brushwork, clashing color schemes specifically chosen for discord, or violently distorted figures further detracts from an interpretation of anger. The overall impression is more of a vibrant, abstract assemblage of forms rather than an expression of rage or fury. Thus, while the color red offers a subtle nod to the emotion, the broader visual cues do not support a strong presence of anger."
